회사명,거래소코드,회계년도,통계청 한국표준산업분류 코드 10차(대분류),부채비율,당좌비율,유동비율,이자보상배율(이자비용),영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),이자비용(IFRS)(천원),차입금의존도,자기자본구성비율,당기순이익(손실)(IFRS)(천원),감가상각비(백만원),금융비용(백만원),단기차입금(*)(IFRS)(천원),유동성장기부채(*)(IFRS)(천원),장기차입금(*)(IFRS)(천원),법인세비용차감전(계속사업)손익(백만원),매출액영업이익률,자기자본순이익률,총자본순이익률,매출액(수익)(*)(IFRS)(천원),총자본회전률,자기자본회전률,운전자본회전률,순운전자본회전률,재고자산회전률,당좌자산회전률,유동자산회전률,매출액증가율,총자본증가율,자기자본증가율,순이익증가율,유형자산증가율,유동자산증가율,재고자산증가율,영업이익증가율,총자본투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원),자산(*)(IFRS)(천원),부채(*)(IFRS)(천원),자본(*)(IFRS)(천원),연구개발비(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원)
휴먼에듀주식회사,058152,2014/12,74,2359.58,149.7,149.7,0.96,,,92.06,4.07,,0,2171.19,,,,-86.72,72.33,-5.4,-0.22,,0.07,1.8,0,0.51,0,0.85,0.85,-1.68,-3.3,-5.26,0,0,3.03,0,-7.58,5.43,72.33,0,0,-4.16,,,,,,,
휴먼에듀주식회사,058152,2015/12,74,4822.99,119.83,119.83,0.38,,,95.06,2.03,,0,1363.32,,,,-841.13,25.37,-73.75,-2.28,,0.06,1.8,0,0.39,0,0.68,0.68,-28.58,-7.69,-53.88,0,0,-25.08,0,-74.95,1.47,25.37,0,0,-161.08,,,,,,,
휴먼에듀주식회사,058152,2016/12,74,5240.59,117.27,117.27,0.92,,,94.45,1.87,,0,1160.33,,,,-89.1,57.58,-13.19,-0.26,,0.05,2.75,0,0.38,0,0.7,0.7,-9.61,-4.94,-12.37,0,0,4.54,0,105.14,3.18,57.58,0,0,-8.32,,,,,,,
휴먼에듀주식회사,058152,2017/12,74,5503.84,116.82,116.82,0.94,,,94.05,1.78,,0,1093.55,,,,-63.81,56.92,-10.65,-0.19,,0.06,3.02,0,0.36,0,0.67,0.67,-2.76,-5.68,-10.11,0,0,0.7,0,-3.87,3.24,56.92,0,0,-6.2,,,,,,,
휴먼에듀주식회사,058152,2018/12,74,5729.53,116.22,116.22,0.95,,,93.39,1.72,,0,1024.36,,,,-54.94,55.23,-10.18,-0.18,,0.06,3.25,0,0.34,0,0.64,0.64,-2.97,-6.05,-9.69,0,0,2.81,0,-5.86,3.25,55.23,0,0,-5.67,,,,,,,
휴먼에듀주식회사,058152,2019/12,74,5926.54,115.61,115.61,0.95,,,92.59,1.66,,0,953.68,,,,-49.69,53.44,-10.2,-0.17,,0.06,3.47,0,0.32,0,0.6,0.6,-3.62,-6.65,-9.7,0,0,2.87,0,-6.75,3.24,53.44,0,0,-5.5,,,,,,,
휴먼에듀주식회사,058152,2020/12,74,6283.64,113.93,113.93,0.91,,,91.95,1.57,,0,691.4,,,,-60.85,41.87,-14.08,-0.23,,0.06,3.49,0,0.27,0,0.51,0.51,-10.97,-8.01,-13.16,0,0,4.31,0,-30.25,2.46,41.87,0,0,-9.65,,,,,,,
휴먼에듀주식회사,058152,2021/12,74,7528.61,113.57,113.57,0.84,,,90.75,1.31,,0,594.52,,,,-94.42,38.29,-26.64,-0.38,,0.05,3.68,0,0.23,0,0.43,0.43,-13.29,-8.59,-23.51,0,0,2.12,0,-20.69,2.13,38.29,0,0,-18.88,,,,,,,
휴먼에듀주식회사,058152,2022/12,74,6112.33,113.61,113.61,1.06,,,89.36,1.61,,0,533.47,,,,33.24,38.97,10.26,0.15,,0.07,4.49,0,0.25,0,0.47,0.47,11.33,-9.75,10.82,0,0,2.69,0,13.31,2.68,38.98,0,0,5.87,,,,,,,
휴먼전자주식회사,020530,2012/12,25,106.68,173.52,188.68,-2.37,,,44.87,48.38,,905.02,126.56,,,,812.92,-8.74,6.86,3.39,,0.5,1.02,0,0.64,8.49,1.07,0.95,-24.41,-13.01,-16.39,215.16,-15.78,-12.54,-49.42,0,9.52,17.65,15,85,38.27,,,,,,,
휴먼전자주식회사,020530,2013/12,25,69.47,102.32,122.57,0.44,,,33.66,59.01,,799.18,149.08,,,,315.14,0.9,3.15,1.65,,0.57,1.1,0,0.71,10.61,1.29,1.15,-15.63,-41.62,-28.8,-64.13,-40.09,-50.82,1.17,0,12.12,15.55,19.78,80.22,18.47,,,,,,,
휴먼전자주식회사,020530,2014/12,25,47.5,108.54,128.41,-5.04,,,26.64,67.8,,702.84,54.25,,,,358.18,-4.44,4.14,2.62,,0.92,1.46,0,1.22,13.65,2.61,2.19,13.34,-8.72,4.88,11.77,3.25,-19.85,-24.96,0,11.94,12.34,21.26,78.74,22.95,,,,,,,
휴먼전자주식회사,020530,2015/12,25,44.96,375.96,475.43,-2.72,,,25.14,68.98,,580.7,59.76,,,,-220.33,-1.35,-2.89,-1.98,,1.1,1.6,0,1.86,15.35,3.4,2.79,10.84,-4.17,-2.49,0,-4.64,-3.87,29.97,0,5.93,5.29,33.9,66.1,-34.08,,,,,,,
휴먼전자주식회사,020530,2016/12,25,39.62,449.38,571.6,3.1,,,22.59,71.62,,571.7,30.45,,,,851.3,2.24,9.93,6.98,,0.85,1.21,0,1.84,10.36,2.78,2.19,-22.3,5.15,9.17,0,23.42,1.42,3.65,0,13.63,16.48,10.95,89.05,49.98,,,,,,,
휴먼전자주식회사,020530,2017/12,25,40.03,128.35,162.71,1.54,,,21.97,71.41,,607.65,23.9,,,,320.24,1.13,2.76,1.97,,0.81,1.14,0,1.42,9.44,2.54,2,-1.22,0.98,0.68,-70.89,-9.62,14.6,13.17,-50.24,10.69,13.21,25.09,74.91,18.36,,,,,,,
휴먼전자주식회사,020530,2018/12,25,31.47,120.82,174.19,1.01,,,15.95,76.06,,562.33,40.62,,,,-245.73,0.67,-2.8,-2.06,,1.04,1.41,0,1.59,10.01,3.4,2.54,22.33,-8.89,-2.95,0,-3.08,-19.18,17.26,-27.35,7.59,6.99,52.03,47.97,-28.48,,,,,,,
휴먼텍(주),067304,2012/12,22,282.49,103.31,120.82,2.14,,,68.07,26.14,,124.78,204.38,,,,413.47,7.3,20.73,5.42,,1.21,4.64,0,1.64,20.65,3.5,2.99,0,0,0,0,0,0,0,0,10.29,16.96,31.81,68.19,26.33,,,,,,,
휴먼텍(주),067304,2013/12,22,301.32,88.67,117.98,1.47,,,67.42,24.92,,176.74,445.78,,,,205.62,9.39,5.18,1.32,,0.59,2.32,0,0.81,7.52,1.86,1.49,2.47,10.51,5.32,-48.65,17.03,5.87,81.51,31.92,11.78,20.95,38.81,61.19,10.69,,,,,,,
휴먼텍(주),067304,2014/12,22,248.58,100.15,136.66,0.57,,,62.06,28.69,,205.86,366.68,,,,427.05,3.49,10.45,2.8,,0.51,1.92,0,0.7,4.88,1.7,1.26,-10.31,-3.57,11.02,118.1,-10.42,6.17,14.17,-66.72,14.39,27.5,38.6,61.4,19.8,,,,,,,
휴먼텍(주),067304,2015/12,22,217.61,159.41,203.76,1.57,,,58.68,31.48,,175.5,232.51,,,,198.51,6.22,1.95,0.59,,0.54,1.81,0,0.76,5.04,1.61,1.22,0.28,-7.09,1.97,-80.17,-13.24,0.84,-17.84,78.82,10.88,19.27,47.23,52.77,5.58,,,,,,,
휴먼텍(주),067304,2016/12,22,211.19,130.97,155.15,0.17,,,58.94,32.13,,161.31,169.85,,,,-141.46,0.45,-4.04,-1.28,,0.62,1.94,0,0.87,7.21,1.67,1.36,5.8,-5.9,-3.96,0,-1.61,-10.54,-35.95,-92.36,8,12.6,72.38,27.62,-16.56,,,,,,,
휴먼텍(주),067304,2017/12,22,209.46,112.42,143.94,0.89,,,59.63,32.31,,142.31,191.2,,,,18.48,2.32,0.53,0.17,,0.71,2.2,0,0.96,8.51,1.97,1.6,11.68,-0.03,0.53,0,-0.04,1.23,42.22,476.43,9.98,14.08,62.47,37.53,1.7,,,,,,,
휴먼텍(주),067304,2018/12,22,229.05,48.42,70.66,-0.85,,,61.77,30.39,,158.54,213.05,,,,-420.48,-2.92,-12.73,-4,,0.62,1.97,0,0.72,5.55,1.98,1.46,-15.5,-6.4,-11.97,0,-1.42,-16.07,20.67,0,7.58,11.83,98.11,1.89,-54.53,,,,,,,
휴먼텍(주),067304,2019/12,22,106.54,41.18,57.18,-0.86,,,45.18,48.42,,155.41,216.58,,,,-454.74,-3.36,-9.61,-3.9,,0.49,1.21,0,0.61,5.21,2.23,1.56,-12.22,29.27,105.94,0,70.61,-20.11,-28.97,0,5.35,12.31,102.29,-2.29,-64.57,,,,,,,
휴먼플러스(주),067897,2012/12,30,347.86,73.77,92.56,0.73,,,61.04,22.33,,,361.39,,,,264.24,1.75,16.41,3.66,,2.12,9.47,0.02,4.01,41.14,10.47,8.35,0,0,0,0,0,0,0,0,10.04,9.49,51.16,48.84,18.24,,,,,,,
휴먼플러스(주),067897,2013/12,30,305.74,46.15,56.76,1.27,,,55.73,24.65,,565.3,397.24,,,,899.89,3.49,24.26,5.71,,1.13,4.8,0.04,1.83,22.82,5.52,4.44,10.18,6.23,17.26,221.28,4.31,7.03,-1.38,120.4,15.25,13.9,16.76,83.24,36.32,,,,,,,
휴먼플러스(주),067897,2014/12,30,200.53,31.75,41.57,1.08,,,53.83,33.27,,719.44,439.27,,,,129.56,2.55,2.05,0.61,,1.01,3.38,0.05,1.52,22.12,6.01,4.73,19.79,59.68,115.58,-85.64,77.5,17.79,48.87,-12.41,7.02,8.53,23.06,76.94,7.1,,,,,,,
휴먼플러스(주),067897,2015/12,30,218.89,54.16,66.72,2.47,,,55.14,31.36,,1407.92,549.82,,,,1056.85,5.69,10.85,3.5,,0.96,2.99,0.05,1.69,23.4,6.2,4.9,27.77,18.28,11.47,666.11,11.73,27.94,1.97,184.59,13.22,14.87,19.55,80.45,24.42,,,,,,,
휴먼플러스(주),067897,2016/12,30,200.18,72.89,84.84,1.59,,,55.02,33.31,,1430.83,520.09,,,,1116.72,3.97,9.58,3.1,,0.81,2.5,0.05,1.62,23.07,4.49,3.76,-7.24,3.61,10.06,-2.23,-1.17,15.41,-13.67,-35.32,15.23,19.14,31.55,68.45,20,,,,,,,
휴먼플러스(주),067897,2017/12,30,178.11,46.57,56.56,1.62,,,52.96,35.96,,1351.18,459.38,,,,1068.19,3.57,8.9,3.08,,0.84,2.42,0.05,1.49,23.26,4.39,3.69,5.85,1.28,9.31,1.88,-1.87,1,26.63,-4.86,13.92,16.73,30.87,69.13,22.02,,,,,,,
휴먼플러스(주),067897,2018/12,30,178.19,61.58,76.19,1.25,,,53.99,35.95,,1256.03,455.79,,,,272.74,3.25,2.25,0.81,,0.71,1.98,0.08,1.18,16.12,3.65,2.98,-13.41,2.31,2.28,-73.28,1.12,13.73,23.53,-20.99,10.99,15.61,40.69,59.31,7.28,,,,,,,
휴먼플러스(주),067897,2019/12,30,170.53,82.65,103.57,1.01,,,54.99,36.96,,1356.47,478.94,,,,210.36,3.29,1.49,0.54,,0.6,1.66,0.14,1.15,12.48,3.06,2.46,-14.81,-1.3,1.5,-32.68,1.1,-5.85,-0.88,-13.9,11.31,18.61,39.66,60.34,4.83,,,,,,,
휴먼플러스(주),067897,2020/12,30,184.72,49.41,62.43,1.04,,,54.9,35.12,,1617.7,397.59,,,,62.61,3.1,0.5,0.18,,0.57,1.57,0.19,0.95,10.67,2.76,2.19,-4.11,5.78,0.51,-65.76,0.5,21.41,25.31,-9.74,12.03,21.84,43.02,56.98,1.47,,,,,,,
휴먼플러스(주),067897,2021/12,30,163.91,61.64,82.98,1.63,,,53.18,37.89,,1779.37,384.53,,,,666.82,3.67,4.86,1.77,,0.67,1.85,0.31,1,10.32,3.14,2.4,20.73,-2.69,4.98,889.59,-4.29,0.82,24.37,43.33,15.21,22.26,37.49,62.51,11.81,,,,,,,
휴먼플러스(주),067897,2022/12,30,146.38,82.96,106.95,3.41,,,45.39,40.59,,1817.35,509.73,,,,2464.89,8.24,15.3,6.01,,0.81,2.07,0.23,1.28,10.98,3.44,2.62,23.35,7.13,14.75,246.39,-2.17,25.35,9.32,176.49,20.92,26.58,29.66,70.34,27.78,,,,,,,
휴미텍코리아주식회사,099857,2020/12,29,140.46,315.54,317,19.85,,,39.87,41.59,,125.92,20.61,,,,475.48,8.52,10.85,4.51,,0.64,1.55,0,1.9,543.69,2.51,2.5,0,0,0,0,0,0,0,0,7.22,22.41,41.45,58.55,31.26,,,,,,,
휴미텍코리아주식회사,099857,2021/12,29,66.45,205.45,236.17,3.81,,,15.61,60.08,,317.75,52.32,,,,1434.47,5.01,15.83,7.89,,0.33,0.67,0.06,0.93,20.41,1.35,1.27,-6.31,-18.88,17.19,216.84,-20.25,-15.25,2295.57,-44.93,17.99,48.36,20.78,79.22,48.99,,,,,,,
휴비트주식회사,089563,2019/12,27,49.05,99.47,257.11,-53.87,-4091078,64765,18.48,67.09,-3393807,660.56,47.41,400674,1055333,180000,-3434.86,-51.82,-100.17,-67.21,6732060,1.33,1.99,0,1.38,3.12,4.94,1.91,0,0,0,0,0,0,0,0,-2.23,-3.35,0,0,0,4891632,44334,10099444,3323670,6775775,860069,-3488713
휴젤(주),061042,2012/12,21,20.81,355.69,390.33,62.94,4492489,136524,8.52,82.78,6575676,724.13,-24.14,1100000,500000,500000,8636.51,54.82,43.31,32.15,15675431,0.77,1.03,0,0.91,11.78,1.35,1.21,22.56,51.61,104.82,-1.73,245.05,13.85,-15.33,2.83,39.84,62.63,4.46,95.54,66.97,-8364809,650000,24646971,4245146,20401824,1378021,8593351
휴젤(주),061042,2013/12,21,188.44,958.81,979.15,8.14,6155493,1067567,37.8,34.67,5745041,440.48,726.51,1400000,0,3000000,7199.05,46.8,24.58,11.42,18558281,0.37,0.79,0,0.63,18.44,0.74,0.72,18.39,208.33,29.14,-12.63,204.7,177.31,-35.08,1.07,12.24,50.12,9.4,90.6,61.76,-34357278,42294540,75994182,49648007,26346175,2220407,8685367
휴젤(주),061042,2014/12,21,128.72,87.53,89.19,11.7,10358240,1086421,30.77,43.72,10758046,460.04,258.56,1400000,26070432,0,12438.94,54.61,32.91,13.02,23268542,0.28,0.71,0,0.34,28.69,0.57,0.56,25.38,17.49,48.16,87.26,16.68,16.79,4.68,46.29,16.53,63.43,10.15,89.85,72.89,-7347997,-2271280,89282315,50246547,39035768,1891659,12706010
휴젤파마(주),066755,2013/12,46,546.41,100.91,110.54,999999999,612274,0,0,15.47,2308820,134.19,-3.08,0,0,0,2903.81,10.17,198.43,30.7,29181566,3.88,25.08,0.02,2.18,47.66,4.55,4.15,0,0,0,0,0,0,0,0,41.3,21.29,47.14,52.86,37.16,-427797,0,15042467,12715401,2327065,0,2967572
휴젤파마(주),066755,2014/12,46,330.05,115.43,122.33,999999999,219397,0,0,23.25,2355577,148.77,-3.01,0,0,0,3056.48,7.71,63.59,12.77,39068341,2.12,10.55,0.03,1.22,32.81,2.43,2.26,33.88,45.29,118.38,2.03,14.87,45.98,-5.52,1.5,33.99,19.02,53.29,46.71,31.71,-474019,9492,21854472,16772639,5081834,0,3012027
휴젤파마(주),066755,2015/12,46,163.57,106.59,146.71,89.57,-421915,40703,0,37.94,2979278,223.23,33.85,0,0,0,3587.64,6.81,37.95,11.95,53563815,2.15,6.82,0.08,1.34,13.18,2.83,2.33,37.1,28.1,109,26.48,-48.32,24.23,502.41,21.04,33.21,17.36,55.28,44.72,32.04,-1426745,2497710,27994719,17373504,10621216,0,3645779
휴젤파마(주),066755,2016/12,46,136.53,138.19,160.77,999999999,13017380,0,0,42.28,11413488,308.56,-77.59,0,0,0,15277.67,14.4,69.54,28.35,102379880,2.54,6.24,0.07,1.68,14.82,3.39,2.76,91.14,87.6,109.05,283.1,142.59,91.2,-1.8,304.51,42.23,21.66,28.71,71.29,51.46,-1154293,0,52516875,30313404,22203470,0,14747624
휴젤파마(주),066755,2017/12,46,109.76,160.95,179.6,999999999,-10163591,0,0,47.67,11757901,326.79,-245.71,0,0,0,15255.05,10.25,41.46,18.83,155852379,2.5,5.5,0.05,1.69,22.41,3.03,2.67,52.23,37.84,55.43,3.02,-15.71,39.6,3.24,8.3,32.1,14.91,32.32,67.68,50.6,38112,0,72390915,37879804,34511111,0,15971242
휴코스코리아주식회사,077514,2015/12,13,0,4.48,35.68,-31.23,,,96.55,0,,78.34,16.16,,,,-528.77,-373.84,0,-249.03,,0.65,0,0.01,0.35,1.52,10.57,1.33,0,0,0,0,0,0,0,0,-24.69,-75.88,0,0,0,,,,,,,
휴코스코리아주식회사,077514,2016/12,13,133.95,192.83,241.66,-12.67,,,50.33,42.74,,117.03,40.1,,,,-945.79,-93.4,-56.34,-21.75,,0.21,0.54,0.01,0.43,2.71,0.93,0.69,556.88,1848.17,0,0,2402.06,1059.51,167.9,0,-4.63,-42.23,0,0,0,,,,,,,
휴코스코리아주식회사,077514,2017/12,13,246.24,175.55,276.09,-6.21,,,66.84,28.88,,290.33,145.56,,,,-1574.83,-174.83,-57.29,-20.91,,0.09,0.25,0.05,0.26,1.39,0.49,0.36,-25.2,-17.91,-44.53,0,-1.9,-44.26,0.46,0,-10.73,-107.32,0,0,0,,,,,,,
흥국건설(주),028024,2012/12,41,43.5,243.82,247.56,13.31,,,4.21,69.69,,24.64,-422.54,,,,1101.74,3.06,4.79,3.34,,1.85,2.66,0.01,1.78,164.83,2.53,2.49,0,0,0,0,0,0,0,0,5.12,2.76,10.26,89.74,65.2,,,,,,,
흥국건설(주),028024,2013/12,41,6.55,1244.26,1244.26,2.95,,,0,93.85,,67.49,-194.75,,,,311.09,0.36,2.25,1.8,,1.37,1.71,0,1.51,212.69,1.93,1.92,-35.48,-24.9,1.14,-52.83,9.76,-32.19,0,-92.34,2.74,1.72,40.23,59.77,76.56,,,,,,,
흥국건설(주),028024,2014/12,41,10.36,875.58,875.58,5.46,,,0,90.61,,54.4,-216.51,,,,48.32,1.41,0.21,0.2,,0.64,0.69,0,0.82,0,0.9,0.9,-59.6,2.19,-1.33,-90.53,-8.69,12.3,0,57.04,0.69,1.09,227.15,-127.15,28.3,,,,,,,
흥국산업주식회사,077154,2015/12,23,253.22,122.7,122.7,3.2,,,62.14,28.31,,162.53,116.81,,,,3549.03,1.54,61.53,17.42,,1.87,6.61,0.04,11.4,0,20.69,20.69,0,0,0,0,0,0,0,0,17.11,18.29,30.94,69.06,50.91,,,,,,,
흥국산업주식회사,077154,2016/12,23,364.48,114.72,116.86,2.3,,,59.77,21.53,,759.37,674.65,,,,794.85,4.81,7.16,1.74,,0.83,3.41,0,2.8,369.11,5.25,5.17,7.07,41.27,7.43,-75.85,22.85,228.19,0,233.98,8.37,11.81,40.03,59.97,17.79,,,,,,,
흥국산업주식회사,077154,2017/12,23,293.84,69.95,71.67,5.62,,,59.88,25.39,,956.92,830.52,,,,3602.52,8.59,25.86,6.09,,1.13,4.79,0,2.92,293.61,6.27,6.14,66.97,9.97,29.69,329.39,16.81,-16.39,9.92,198.12,14.24,13.23,24.11,75.89,40.82,,,,,,,
흥국산업주식회사,077154,2018/12,23,178.35,130.85,132.46,12.72,,,48.23,35.93,,2263.53,837.84,,,,9861.87,17.91,46.15,14.3,,1.11,3.58,0,2.73,329.62,5.53,5.44,9.9,13.06,59.98,162.01,1.26,72.38,-13.04,129.1,26.53,25.35,14.61,85.39,50.79,,,,,,,
흥국산업주식회사,077154,2019/12,23,123.2,44.03,44.6,17.35,,,42.87,44.8,,2282.95,578.38,,,,9944.65,20.45,33.32,13.44,,0.9,2.23,0,1.51,299.73,3.8,3.75,-14.89,-1.63,22.68,-1.07,-1.71,-5.05,1.22,-2.83,27.23,30.08,15.89,84.11,49.75,,,,,,,
흥국산업주식회사,077154,2020/12,23,83.83,209.71,213.13,24.57,,,33.48,54.4,,2224.67,336.88,,,,8565.08,17.76,23.59,11.71,,0.87,1.76,0,1.55,247.65,3.65,3.6,-3.09,0.73,22.3,-13.28,-1.61,7.44,33.15,-15.87,24.75,28.42,20.12,79.88,47.12,,,,,,,
흥국산업주식회사,077154,2021/12,23,80.99,46.98,47.57,45.83,,,26.99,55.25,,1820.6,198.78,,,,6479.34,17.43,13.37,7.33,,0.96,1.75,0,1.89,293.97,4.29,4.23,15.15,9.18,10.89,-34.25,-3.14,-10.65,-30.15,13,18.75,20.41,25.91,74.09,37.47,,,,,,,
흥국산업주식회사,077154,2022/12,23,53.73,142.58,144.61,38.23,,,15.2,65.05,,1636.59,364.32,,,,16102.58,22.02,31.32,18.93,,1.03,1.71,0,1.86,309.52,4.22,4.16,20.03,13.57,33.71,187.87,0.87,58.11,77.21,51.71,30.49,31.41,15.65,84.35,58.39,,,,,,,
흥국제선주식회사,020538,2012/12,68,529.4,35.26,49.64,5.4,,,37.3,15.89,,1558.79,652.7,,,,3232.36,6.06,57.75,8.07,,1.97,14.09,0.02,2.93,36.2,14.05,10.12,312.19,30.71,81.19,452.83,3.89,210.85,262.05,188.23,17.98,10.35,12.37,87.63,39.61,,,,,,,
흥국제선주식회사,020538,2013/12,68,311.11,44.81,61.05,6.64,,,34.93,24.32,,1169.38,562.87,,,,3516.4,13.07,39.21,7.86,,0.88,4.38,0.07,1.18,12.03,4.63,3.34,-50.12,-2.83,48.77,8.84,-3.98,-0.38,-8.49,7.61,17.71,19.87,11.54,88.46,45.02,,,,,,,
흥국제선주식회사,020538,2014/12,68,211.97,48.35,61.71,8.47,,,34.87,32.05,,1106.23,396.76,,,,3619.33,12.83,28.56,8.06,,0.93,3.3,0.07,1.32,14.44,4.59,3.48,5.09,1.17,33.31,1.62,1.53,2.15,-16.82,3.13,17.12,18.48,11.69,88.31,46.79,,,,,,,
흥국제선주식회사,020538,2015/12,68,147.37,52.62,65.26,13.17,,,24.29,40.43,,1288.67,276.72,,,,4244.85,13.22,26.14,9.49,,0.94,2.58,0.06,1.34,16.83,4.34,3.45,2.69,3.14,30.07,20.33,3.24,5.23,-5.94,5.88,18.58,20.15,10.98,89.02,50.3,,,,,,,
흥국제선주식회사,020538,2016/12,68,103.39,48.57,69.18,14.4,,,15.38,49.17,,1507.55,146.8,,,,2738.99,7.98,13.98,6.25,,0.98,2.2,0.06,1.55,16.17,5.1,3.88,3.58,-5.42,15.03,-34.98,0.42,-20.34,22.52,-37.46,15.96,15.8,16.34,83.66,40.27,,,,,,,
흥국제선주식회사,020538,2017/12,68,90.07,61.58,78.74,6.78,,,11.78,52.61,,1563.93,114.8,,,,1030.01,2.82,5.13,2.61,,1.08,2.13,0.05,2.03,18.47,6.46,4.79,6.21,-1.63,5.27,-59.68,-0.39,-5.94,-31.17,-62.52,11.61,10.65,26.01,73.99,22.68,,,,,,,
흥국제선주식회사,020538,2018/12,68,80.09,110.97,131.76,26.44,,,7.03,55.53,,1417.58,57.69,,,,3522.43,7.77,14.66,7.94,,0.94,1.73,0.05,1.67,18.11,3.97,3.26,-9.78,9.74,15.82,215.98,-2.94,73.66,25.74,148.82,16.65,18.58,15.49,84.51,45.54,,,,,,,
흥국제선주식회사,020538,2019/12,68,57.35,84.86,100.9,51.69,,,0,63.55,,1315.9,-39.71,,,,2488.68,6.96,8.93,5.31,,0.92,1.55,0.06,1.43,16.93,3.19,2.68,0.46,-4.45,9.35,-31.54,-3.19,-7.78,-7.12,-9.96,14.26,15.13,20.97,79.03,38.09,,,,,,,
흥국제선주식회사,020538,2020/12,68,45.3,179.91,220.43,3934.03,,,0,68.82,,1134.86,-61.52,,,,2521.42,7.22,8.7,5.76,,0.92,1.39,0.07,1.54,15.35,3.19,2.64,-2.06,0.74,9.1,6.4,-2.79,7.46,24.29,1.61,13.28,14.49,19.18,80.82,43.22,,,,,,,
흥국제선주식회사,020538,2021/12,68,46.7,116.38,143.95,3488.62,,,0,68.17,,971.07,-70.66,,,,2544.06,6.02,8.11,5.55,,1.02,1.49,0.07,1.64,13.84,3.21,2.6,16.71,9.49,8.45,1.32,-0.48,28.25,33.65,-2.7,11.61,11.88,18.43,81.57,45.74,,,,,,,
흥국제선주식회사,020538,2022/12,68,41.94,154.29,184.86,6478.48,,,0,70.45,,1124.1,-147.99,,,,2316.55,4.48,6.87,4.77,,1.12,1.62,0.07,1.61,14.61,3.16,2.6,16.81,3.64,7.12,-8.63,-1,8.26,-6.53,-13.06,10.39,9.44,14.71,85.29,45.06,,,,,,,
흥덕도시개발주식회사,090820,2018/12,68,800.5,51.39,94.35,2.25,,,0.27,11.1,,43.23,86.21,,,,111.25,3.42,14.75,1.64,,1.12,10.04,0.28,0.78,3.52,2.95,1.6,0,0,0,0,0,0,0,0,16.58,29.73,78.69,21.31,4.94,,,,,,,
흥덕도시개발주식회사,090820,2019/12,68,81.5,74.76,221.17,999999999,,,4.19,55.1,,52.88,-91.33,,,,4554.57,26.09,139.86,40.82,,1.98,6.8,0,1.57,5.23,6.17,2.83,201.88,-30.22,246.21,4129.66,-29.63,-28.84,3.46,2202.3,87.39,36.22,21.98,78.02,56.82,,,,,,,
흥부산업(주),087387,2017/12,29,175.61,153.06,153.87,12.87,,,51.27,36.28,,341.31,77.08,,,,1131.04,15.29,42.78,15.52,,1.32,3.64,0,2.63,831.82,4.36,4.34,0,0,0,0,0,0,0,0,18.8,28.48,27.07,72.93,41.27,,,,,,,
흥부산업(주),087387,2018/12,29,218.15,111.71,117.4,3.8,,,53.98,31.43,,296.53,146.21,,,,466.95,8.51,9.18,3.08,,0.53,1.58,0.02,1.1,70.85,1.98,1.93,-9.24,26.55,9.63,-55,40.8,4.01,865.57,-49.45,11.04,23.31,42.77,57.23,25,,,,,,,
흥부산업(주),087387,2019/12,29,299.19,92.35,96.12,1.77,,,67.28,25.05,,530.53,231,,,,164.97,5.8,3.41,0.95,,0.44,1.58,0.04,0.84,38.28,1.72,1.64,6.69,29.83,3.47,-60.43,26,45.47,17.91,-27.37,8.31,21.36,40.24,59.76,10.12,,,,,,,
흥부산업(주),087387,2020/12,29,157.49,102.41,109.02,1.41,,,55.55,38.84,,1020.4,331.76,,,,153.28,5.19,2.06,0.68,,0.41,1.26,0,0.86,34.05,1.79,1.7,22.41,30.77,102.73,-7.09,41.38,-0.12,54.33,9.55,9.52,26.14,34.95,65.05,6.27,,,,,,,
흥부산업(주),087387,2021/12,29,145.77,72.68,78.77,1.07,,,53.47,40.69,,913.14,297.82,,,,45.17,2.92,0.45,0.18,,0.46,1.15,0,1.06,32.32,2.38,2.21,22.63,-4.12,0.45,-70.53,-3.88,-11.48,12.95,-30.95,8.85,18.99,37.37,62.63,2.08,,,,,,,
흥부산업(주),087387,2022/12,29,162.5,98.81,107.27,-0.66,,,57.11,38.09,,828.34,426.15,,,,-798.21,-2.67,-8.31,-3.27,,0.46,1.18,0,1.08,28.93,2.45,2.26,-1.29,-1.71,-7.98,0,-1.5,5.76,7.87,0,7.16,15.31,65.92,34.08,-46.09,,,,,,,
흥성사료주식회사,020543,2012/12,10,136.19,88.57,134.75,3.04,,,47.64,42.34,,622.01,-455.61,,,,8311.01,2.15,13.43,5.51,,1.3,3.18,0,1.05,5.9,2.67,1.84,14.77,5.11,12.17,237.31,-0.01,8.58,34.19,72.13,9.57,7.52,24.51,75.49,56.18,,,,,,,
흥성사료주식회사,020543,2013/12,10,124.67,91.72,138.54,7.97,,,45.95,44.51,,573.9,-505.12,,,,6567.92,3.05,9.77,4.24,,1.43,3.29,0,1.19,6.06,3.13,2.06,11.88,-0.94,4.14,-21.44,-0.67,-8.64,-9.9,59.13,8.33,5.79,30.56,69.44,51.2,,,,,,,
